text,stress_level,stress_score,age,gender
Everything feels hopeless and I'm struggling daily. Need advice.,High,74.59197313158535,26,Other
I feel calm and peaceful. Need advice.,Low,9.098254427027866,24,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,55.72236512116534,56,M
I feel exhausted and depressed all the time. I don't know what to do.,High,71.20039713123504,54,Other
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,37.08472480889549,45,F
I'm having constant panic attacks and can't function. Seeking help.,Critical,84.67696900839077,19,F
I'm tired from work pressure. Seeking help.,Moderate,45.80675471720296,27,Other
Work is balanced and I have time for hobbies. Seeking help.,Low,18.568445790231646,38,F
Life has been pretty manageable lately. Seeking help.,Low,5.9656883332588775,62,M
I feel calm and peaceful. Seeking help.,Low,19.38270370387524,69,Other
I'm sleeping well and feeling energized. How can I improve this?,Low,4.501459940819528,65,F
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,42.28162622369472,55,F
I'm having constant panic attacks and can't function.,Critical,78.32862510445243,26,M
I feel exhausted and depressed all the time.,High,51.91042148595129,27,F
I feel calm and peaceful. How can I improve this?,Low,23.435112713607577,28,Other
The stress is overwhelming and affecting my health.,High,61.25311081049399,32,M
Life has been pretty manageable lately. How can I improve this?,Low,4.50507002451125,18,Other
I can't cope with the pressure anymore. Need advice.,High,50.95054620593637,18,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,75.30271188087218,37,M
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,35.930711625753105,69,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,79.6298891966867,22,M
My mind keeps racing and I feel trapped. I don't know what to do.,High,51.717820812956695,55,Other
I feel calm and peaceful.,Low,26.967024720187062,26,F
The stress is overwhelming and affecting my health. How can I improve this?,High,53.03466045398516,31,M
I'm constantly worried and can't focus on anything. I don't know what to do.,High,61.956382364398095,27,M
I'm enjoying my daily routine. Seeking help.,Low,29.39910988076552,49,Other
My mind keeps racing and I feel trapped. Need advice.,High,66.41196518328756,27,Other
Everything is going well at work.,Low,6.7384683553155575,57,Other
I'm constantly worried and can't focus on anything. How can I improve this?,High,65.32348956236314,47,M
The stress is overwhelming and affecting my health. Seeking help.,High,72.17312250523173,52,F
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,81.46079050729546,38,M
I'm sleeping well and feeling energized. How can I improve this?,Low,25.259956586701847,49,Other
I'm tired from work pressure. How can I improve this?,Moderate,49.69339479049016,46,M
Life has been pretty manageable lately. How can I improve this?,Low,20.558940483476203,44,F
I'm enjoying my daily routine. How can I improve this?,Low,4.520283231296322,30,F
I can't cope with the pressure anymore. Need advice.,High,68.58559465191523,36,Other
Everything feels hopeless and I'm struggling daily.,High,64.42931958218875,54,Other
Everything is going well at work.,Low,0.2799485948127989,61,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,77.4794524896804,51,Other
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,44.661425920593494,44,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,40.77391334686078,39,F
Everything is falling apart and I can't handle it anymore.,Critical,95.81701173367608,51,M
I'm having trouble sleeping occasionally. Need advice.,Moderate,45.12529315782905,54,F
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,42.86730359823569,41,F
I can't cope with the pressure anymore. Seeking help.,High,66.5760501125123,27,F
I feel calm and peaceful. How can I improve this?,Low,23.825919938312527,34,Other
I'm having constant panic attacks and can't function. Seeking help.,Critical,91.05813814763069,33,F
I feel exhausted and depressed all the time. I don't know what to do.,High,51.320099011713204,47,F
I feel exhausted and depressed all the time.,High,70.62623525450155,63,Other
Life has been pretty manageable lately. I don't know what to do.,Low,22.377756264410237,55,M
I feel completely helpless and don't know what to do. How can I improve this?,Critical,86.00497494888727,47,Other
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,52.21501074199043,66,Other
I feel completely helpless and don't know what to do. Seeking help.,Critical,93.34039575105781,50,M
I feel exhausted and depressed all the time. Need advice.,High,69.64129045200579,32,F
The stress is unbearable and I need immediate help.,Critical,84.5958237983261,43,M
Life has been pretty manageable lately. Need advice.,Low,29.389401451016504,30,Other
I'm sleeping well and feeling energized.,Low,17.59437276566121,62,Other
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,96.31820049689279,68,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,87.02265001882674,27,M
I'm constantly worried and can't focus on anything. I don't know what to do.,High,52.01503784392811,52,M
The stress is unbearable and I need immediate help. How can I improve this?,Critical,94.13782247477775,61,M
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,98.91536552708645,59,F
Work is balanced and I have time for hobbies. How can I improve this?,Low,7.409363972159994,31,F
I'm tired from work pressure.,Moderate,38.57773757722077,30,F
Life has been pretty manageable lately. Need advice.,Low,25.592688702109513,37,F
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,83.64801118754235,50,Other
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,34.73568618622771,37,Other
I'm having constant panic attacks and can't function. How can I improve this?,Critical,76.30644698215059,31,M
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,35.13060124888496,40,F
I feel good and relaxed today.,Low,13.917974600650085,38,M
I feel good and relaxed today. How can I improve this?,Low,4.537404862048037,59,M
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,88.08477278435916,51,F
Everything feels hopeless and I'm struggling daily.,High,67.69587743074422,51,F
Everything is going well at work. Seeking help.,Low,14.540888613901409,22,F
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,66.7255584332277,33,Other
I'm having panic attacks and anxiety episodes. How can I improve this?,High,57.26468899515888,27,Other
Work is balanced and I have time for hobbies. Seeking help.,Low,14.917677909440645,37,F
I'm tired from work pressure. Seeking help.,Moderate,45.08215360632328,32,F
I'm sleeping well and feeling energized.,Low,7.163886341446179,57,F
I can't sleep at all and feel like I'm falling apart.,Critical,75.67918553063899,20,M
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,32.10947399913261,40,M
I'm having trouble sleeping occasionally. Need advice.,Moderate,45.51223701850655,28,F
I feel calm and peaceful. How can I improve this?,Low,23.78563257101518,54,M
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,37.919409453249095,59,F
I feel completely helpless and don't know what to do. Need advice.,Critical,84.07751841585026,67,Other
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,89.95281573422545,49,Other
I'm tired from work pressure. Need advice.,Moderate,42.305960501396044,49,M
Everything is falling apart and I can't handle it anymore.,Critical,82.99167081101362,62,Other
I'm sleeping well and feeling energized. How can I improve this?,Low,19.040138197618244,45,F
I feel completely helpless and don't know what to do. Need advice.,Critical,79.05583514456198,22,M
I feel calm and peaceful. I don't know what to do.,Low,21.580608671074756,43,F
I'm having trouble sleeping occasionally. Seeking help.,Moderate,33.74823888195164,26,F
The stress is overwhelming and affecting my health.,High,68.9895602528658,28,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,82.8515198748183,39,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,79.34403982839359,45,F
Life has been pretty manageable lately. I don't know what to do.,Low,12.60356183543175,58,Other
Work has been a bit overwhelming lately.,Moderate,42.27554837631398,22,Other
I feel completely helpless and don't know what to do. How can I improve this?,Critical,90.85355345739342,33,F
I feel worried about several things.,Moderate,43.633389648032406,37,M
I feel completely helpless and don't know what to do.,Critical,92.35376433774577,64,F
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,30.663787091248523,63,F
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,94.15161941338256,30,Other
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,47.48453448276703,40,Other
I'm sleeping well and feeling energized. How can I improve this?,Low,13.81074813605779,25,F
I'm tired from work pressure. Need advice.,Moderate,46.04708658318528,37,M
I'm sleeping well and feeling energized.,Low,27.542296565974517,36,F
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,92.48288437815509,37,M
I can't sleep at all and feel like I'm falling apart.,Critical,82.61877738465333,36,Other
I'm tired from work pressure. How can I improve this?,Moderate,32.404944530233514,57,M
I feel good and relaxed today.,Low,14.063038963935174,31,Other
I feel good and relaxed today.,Low,8.99757334520954,21,Other
I have severe anxiety and depression that won't go away.,Critical,91.69511708066017,33,M
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,85.72956483490893,63,F
I can't cope with the pressure anymore. How can I improve this?,High,51.59102273216606,54,Other
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,31.877145696467124,26,Other
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,75.62854895693182,29,F
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,83.52039249474616,46,F
The stress is overwhelming and affecting my health.,High,61.131152807119705,46,Other
Work is balanced and I have time for hobbies. How can I improve this?,Low,3.9508031541611555,39,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,98.76327631465509,44,Other
